company,location,us_state,country,continent,total_laid_off,date_layoffs,pct_workforce,industry,stage,funds_raised_mil,year,layoff_year,layoff_month,layoff_quarter,company_size_category,department,severance_weeks,ai_related,reason,data_source
Udayy,Gurugram,Haryana,India,Asia,100,2022-06-01,100.0,Education,Seed,2.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Yojak,Gurugram,Haryana,India,Asia,140,2022-06-02,50.0,Construction,Seed,3.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Rupeek,Bengaluru,Karnataka,India,Asia,180,2022-06-07,15.0,Finance,Unknown,172.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Ritual,Toronto,Ontario,Canada,North America,23,2022-06-22,16.0,Food,Series C,134.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Quanto,Sao Paulo,State of São Paulo,Brazil,South America,28,2022-07-22,22.0,Finance,Series A,15.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Soluto,Tel Aviv,non,Israel,Asia,120,2022-07-24,100.0,Support,Acquired,18.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
Fiverr,Tel Aviv,non,Israel,Asia,60,2022-07-26,8.0,Other,Post-IPO,111.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Urban Sports Club,Berlin,Berlin,Germany,Europe,55,2022-09-01,15.0,Fitness,Unknown,95.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Kuda,Lagos,non,Nigeria,Africa,23,2022-09-02,5.0,Finance,Series B,91.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Lawgeex,Tel Aviv,non,Israel,Asia,30,2022-09-06,33.0,Legal,Series C,41.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Simple Feast,Copenhagen,non,Denmark,Europe,150,2022-09-07,100.0,Food,Unknown,173.0,2022,2022,2022-09,2022-Q3,Mid-size (100-999),,,,,main
Compete,Tel Aviv,non,Israel,Asia,11,2022-09-12,28.0,HR,Series A,17.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Infarm,Berlin,Berlin,Germany,Europe,50,2022-09-14,5.0,Other,Series D,604.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Byju's,Bengaluru,Karnataka,India,Asia,2500,2022-10-12,5.0,Education,Private Equity,,2022,2022,2022-10,2022-Q4,"Large (1,000-4,999)",,,,,main
FrontRow,Bengaluru,Karnataka,India,Asia,130,2022-10-12,75.0,Education,Series A,17.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Oda,Oslo,non,Norway,Europe,70,2022-11-01,18.0,Food,Unknown,377.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Checkmarx,Tel Aviv,non,Israel,Asia,100,2022-11-02,10.0,Security,Series C,92.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Smava,Berlin,Berlin,Germany,Europe,100,2022-11-02,15.0,Finance,Unknown,188.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Delivery Hero,Berlin,Berlin,Germany,Europe,100,2022-11-03,2.5,Food,Post-IPO,8300.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Pleo,Copenhagen,non,Denmark,Europe,150,2022-11-03,15.0,Finance,Series C,428.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
KoinWorks,Jakarta,non,Indonesia,Asia,70,2022-11-04,8.0,Finance,Unknown,180.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Planetly,Berlin,Berlin,Germany,Europe,200,2022-11-04,100.0,Other,Acquired,5.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Dock,Sao Paulo,State of São Paulo,Brazil,South America,190,2022-11-07,12.0,Finance,Private Equity,280.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Unacademy,Bengaluru,Karnataka,India,Asia,350,2022-11-07,10.0,Education,Series H,838.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Jimdo,Hamburg,Hamburg,Germany,Europe,50,2022-11-15,16.0,Other,Unknown,28.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Loft,Sao Paulo,State of São Paulo,Brazil,South America,312,2022-12-07,12.0,Real Estate,Unknown,788.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Briza,Toronto,Ontario,Canada,North America,26,2022-12-20,40.0,Finance,Series A,10.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Pecan AI,Tel Aviv,non,Israel,Asia,30,2023-01-05,25.0,Data,Series C,116.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Twine Solutions,Tel Aviv,non,Israel,Asia,30,2023-01-05,33.0,Hardware,Unknown,50.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Benevity,Calgary,Alberta,Canada,North America,137,2023-01-18,14.0,Other,Unknown,69.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Veriff,Tallinn,non,Estonia,Europe,66,2023-02-09,12.0,Security,Series C,192.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
Neon,Sao Paulo,State of São Paulo,Brazil,South America,210,2023-02-15,9.0,Finance,Series D,720.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
Kinde,Sydney,New South Wales,Australia,Oceana,8,2023-02-20,28.0,Other,Seed,10.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
MyGate,Bengaluru,Karnataka,India,Asia,200,2023-02-20,30.0,Other,Series B,79.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
Wix,Tel Aviv,non,Israel,Asia,370,2023-02-15,6.0,Marketing,Post-IPO,58.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
Xero,Wellington,non,New Zealand,Oceana,800,2023-03-09,15.0,Finance,Post-IPO,681.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
Avidbots,Kitchener,Ontario,Canada,North America,50,2023-03-14,14.0,Hardware,Series C,106.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
TradeWindow,Auckland,non,New Zealand,Oceana,25,2023-03-15,30.0,Finance,Series B,24.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
Symend,Calgary,Alberta,Canada,North America,50,2023-03-17,25.0,Other,Series C,148.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
FreshBooks,Toronto,Ontario,Canada,North America,80,2023-03-21,10.0,Finance,Unknown,331.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
Smallcase,Bengaluru,Karnataka,India,Asia,15,2023-03-21,4.0,Finance,Series C,62.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
Workhuman,Dublin,non,Ireland,Europe,130,2023-03-21,10.0,HR,Unknown,131.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
Flink,Berlin,Berlin,Germany,Europe,100,2023-05-24,16.0,Food,Series B,1000.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
Western Digital,Kfar Saba,non,Israel,Asia,60,2023-05-24,7.0,Hardware,Post-IPO,900.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Taxfix,Berlin,Berlin,Germany,Europe,120,2023-05-30,20.0,Finance,Series D,330.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
ZoomInfo,Vancouver,British Columbia,Canada,North America,120,2023-06-02,3.0,Sales,Post-IPO,7.0,2023,2023,2023-06,2023-Q2,Mid-size (100-999),,,,,main
Torii,Ra'anana,non,Israel,Asia,28,2023-06-29,30.0,Other,Series B,65.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
Zip,Sydney,New South Wales,Australia,Oceana,300,2023-07-02,20.0,Finance,Post-IPO,896.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
FrontRow,Bengaluru,Karnataka,India,Asia,4,2023-07-10,100.0,Education,Series A,17.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
WayCool,Chennai,Tamil Nadu,India,Asia,300,2023-07-11,12.0,Food,Unknown,363.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
AudioCodes,Tel Aviv,non,Israel,Asia,80,2023-07-13,6.0,Other,Post-IPO,91.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
Top Hat,Toronto,Ontario,Canada,North America,42,2023-08-04,7.0,Education,Series E,234.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
Dealtale,Tel Aviv,non,Israel,Asia,70,2023-08-09,100.0,Sales,Acquired,2.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
Twiga,Nairobi,non,Kenya,Africa,283,2023-08-20,33.0,Food,Series C,157.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
Veriff,Tallinn,non,Estonia,Europe,101,2023-08-23,21.0,Security,Series C,192.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
Hopper,Montreal,Quebec,Canada,North America,250,2023-10-04,30.0,Travel,Unknown,730.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
WeTranSan Francisco Bay Areaer,Amsterdam,non,Netherlands,Europe,35,2023-10-18,10.0,Other,Series A,64.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
StellarAlgo,Calgary,Alberta,Canada,North America,21,2023-10-19,28.0,Data,Series A,16.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
Physics Wallah,Noida,Uttar Pradesh,India,Asia,120,2023-11-19,1.0,Education,Series A,100.0,2023,2023,2023-11,2023-Q4,Mid-size (100-999),,,,,main
Loco,Mumbai,Maharashtra,India,Asia,40,2023-11-30,36.0,Consumer,Acquired,52.0,2023,2023,2023-11,2023-Q4,Small (<100),,,,,main
Incredibuild,Tel Aviv,non,Israel,Asia,40,2023-12-05,20.0,Product,Series B,35.0,2023,2023,2023-12,2023-Q4,Small (<100),,,,,main
SAP,Walldorf,Baden-Würtemberg,Germany,Europe,8000,2024-01-23,7.0,Other,Post-IPO,1.0,2024,2024,2024-01,2024-Q1,"Very Large (5,000-9,999)",,,,,main
Wint Wealth,Nashik,Maharashtra,India,Asia,19,2024-02-14,20.0,Finance,Series A,16.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Storytel,Stockholm,non,Sweden,Europe,80,2024-02-15,13.0,Consumer,Post-IPO,312.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Toshiba,Tokyo,Tokyo,Japan,Asia,5000,2024-04-17,10.0,Appliances,Post-IPO,574.0,2024,2024,2024-04,2024-Q2,"Very Large (5,000-9,999)",,,,,main
Good Glamm Group,New Delhi,Delhi,India,Asia,150,2024-04-18,15.0,IT Services,Unknown,,2024,2024,2024-04,2024-Q2,Mid-size (100-999),,,,,main
Satellogic,Montevideo,non,Uruquay,South America,70,2024-06-17,30.0,Aerospace,Post-IPO,424.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
Rapyd,Tel Aviv,non,Israel,Asia,30,2024-06-18,4.0,Finance,Unknown,770.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
Lightricks,Jerusalem,non,Israel,Asia,70,2024-07-01,12.0,Consumer,Series D,335.0,2024,2024,2024-07,2024-Q3,Small (<100),,,,,main
Sightful,Tel Aviv,non,Israel,Asia,20,2024-07-01,33.0,Hardware,Unknown,61.0,2024,2024,2024-07,2024-Q3,Small (<100),,,,,main
OpenText,Waterloo,Ontario,Canada,North America,1200,2024-07-03,2.0,Data,Post-IPO,1.0,2024,2024,2024-07,2024-Q3,"Large (1,000-4,999)",,,,,main
Dunzo,Bengaluru,Karnataka,India,Asia,150,2024-08-31,75.0,Food,Unknown,458.0,2024,2024,2024-08,2024-Q3,Mid-size (100-999),,,,,main
WeTransfer,Amsterdam,non,Netherlands,Europe,260,2024-09-08,75.0,Other,Acquired,64.0,2024,2024,2024-09,2024-Q3,Mid-size (100-999),,,,,main
Northvolt,Stockholm,non,Sweden,Europe,1600,2024-09-23,20.0,Energy,Unknown,14.0,2024,2024,2024-09,2024-Q3,"Large (1,000-4,999)",,,,,main
Atera,Tel Aviv,non,Israel,Asia,20,2024-11-03,6.0,Other,Series B,102.0,2024,2024,2024-11,2024-Q4,Small (<100),,,,,main
Incredibuild,Tel Aviv,non,Israel,Asia,18,2024-11-04,11.0,Product,Acquired,35.0,2024,2024,2024-11,2024-Q4,Small (<100),,,,,main
CarTrawler,Dublin,non,Ireland,Europe,40,2024-09-19,10.0,Transportation,Acquired,,2024,2024,2024-09,2024-Q3,Small (<100),,,,,main
Bluevine,Tel Aviv,non,Israel,Asia,100,2024-12-10,18.0,Finance,Unknown,76.0,2024,2024,2024-12,2024-Q4,Mid-size (100-999),,,,,main
Lilium,Munich,Bayern,Germany,Europe,1000,2024-12-23,100.0,Aerospace,Post-IPO,1.0,2024,2024,2024-12,2024-Q4,"Large (1,000-4,999)",,,,,main
Bench,Vancouver,British Columbia,Canada,North America,450,2024-12-27,100.0,Finance,Series C,10.0,2024,2024,2024-12,2024-Q4,Mid-size (100-999),,,,,main
Unbabel,Lisbon,non,Portugal,Europe,66,2025-01-20,25.0,Support,Series C,91.0,2025,2025,2025-01,2025-Q1,Small (<100),,,,,main
Tabnine,Tel Aviv,non,Israel,Asia,15,2025-02-05,18.0,AI,Series B,57.0,2025,2025,2025-02,2025-Q1,Small (<100),,,,,main
MessageBird,Amsterdam,non,Netherlands,Europe,120,2025-02-10,33.0,Other,Series C,1100.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
Zepz,London,England,United Kingdom,Europe,200,2025-02-12,20.0,Finance,Series E,700.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
Logically,Manchester,England,United Kingdom,Europe,40,2025-02-17,20.0,AI,Series A,37.0,2025,2025,2025-02,2025-Q1,Small (<100),,,,,main
Vendease,Lagos,non,Nigeria,Africa,120,2025-02-19,44.0,Food,Series A,43.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
Northvolt,Stockholm,non,Sweden,Europe,2800,2025-03-31,62.0,Energy,Unknown,13800.0,2025,2025,2025-03,2025-Q1,"Large (1,000-4,999)",,,,,main
Beam,Bristol,England,United Kingdom,Europe,200,2025-05-01,100.0,Other,Unknown,,2025,2025,2025-05,2025-Q2,Mid-size (100-999),,,,,main
Deep Instinct,Tel Aviv,non,Israel,Asia,20,2025-05-04,10.0,Security,Unknown,322.0,2025,2025,2025-05,2025-Q2,Small (<100),,,,,main
GenWise,New Delhi,Delhi,India,Asia,15,2025-05-05,20.0,Other,Seed,3.0,2025,2025,2025-05,2025-Q2,Small (<100),,,,,main
Climeworks,Zurich,non,Switzerland,Europe,106,2025-05-21,22.0,Energy,Private Equity,734.0,2025,2025,2025-05,2025-Q2,Mid-size (100-999),,,,,main
Crypto.com,Singapore,non,Singapore,Asia,260,2022-06-10,5.0,Crypto,Unknown,156.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
BitOasis,Dubai,non,United Arabian Emirates,Asia,9,2022-06-19,5.0,Crypto,Series B,30.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Bitpanda,Vienna,non,Austria,Europe,270,2022-06-24,27.0,Crypto,Series C,546.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Banxa,Melbourne,Victoria,Australia,Oceana,70,2022-06-27,30.0,Crypto,Post-IPO,13.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Huobi,Beijing,non,China,Asia,300,2022-06-28,30.0,Crypto,Unknown,2.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Bullish,Hong Kong,non,Hong Kong,Asia,30,2022-07-05,8.0,Crypto,Unknown,300.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Immutable,Sydney,New South Wales,Australia,Oceana,20,2022-07-26,6.0,Crypto,Series C,279.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Coinsquare,Toronto,Ontario,Canada,North America,30,2022-07-27,24.0,Crypto,Unknown,98.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
2TM,Sao Paulo,State of São Paulo,Brazil,South America,100,2022-09-01,15.0,Crypto,Unknown,250.0,2022,2022,2022-09,2022-Q3,Mid-size (100-999),,,,,main
Crypto.com,Singapore,non,Singapore,Asia,2000,2022-10-06,30.0,Crypto,Unknown,156.0,2022,2022,2022-10,2022-Q4,"Large (1,000-4,999)",,,,,main
Dapper Labs,Vancouver,British Columbia,Canada,North America,134,2022-11-02,22.0,Crypto,Series D,607.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
BusBud,Montreal,Quebec,Canada,North America,23,2020-04-06,32.0,Transportation,Series B,21.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Bringg,Tel Aviv,non,Israel,Asia,10,2020-04-21,10.0,Transportation,Series D,84.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Careem,Dubai,non,United Arabian Emirates,Asia,536,2020-05-04,31.0,Transportation,Acquired,771.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Ola,Bengaluru,Karnataka,India,Asia,1400,2020-05-20,35.0,Transportation,Series J,3800.0,2020,2020,2020-05,2020-Q2,"Large (1,000-4,999)",,,,,main
Uber,Bengaluru,Karnataka,India,Asia,600,2020-05-26,23.0,Transportation,Post-IPO,24700.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Uber,Amsterdam,non,Netherlands,Europe,225,2020-06-12,25.0,Transportation,Post-IPO,,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Grab,Singapore,non,Singapore,Asia,360,2020-06-16,5.0,Transportation,Series I,,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Gojek,Jakarta,non,Indonesia,Asia,430,2020-06-23,9.0,Transportation,Series F,4800.0,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Bounce,Bengaluru,Karnataka,India,Asia,130,2020-06-29,22.0,Transportation,Series D,214.0,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Bounce,Bengaluru,Karnataka,India,Asia,200,2021-02-22,40.0,Transportation,Series D,214.0,2021,2021,2021-02,2021-Q1,Mid-size (100-999),,,,,main
Cars24,Gurugram,Haryana,India,Asia,600,2022-05-19,6.0,Transportation,Series G,1300.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
SWVL,Dubai,non,United Arabian Emirates,Asia,400,2022-05-30,32.0,Transportation,Post-IPO,132.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
FarEye,New Delhi,Delhi,India,Asia,250,2022-06-10,30.0,Transportation,Series E,150.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Swyft,Toronto,Ontario,Canada,North America,10,2022-06-15,30.0,Transportation,Series A,20.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Voi,Stockholm,non,Sweden,Europe,35,2022-06-22,10.0,Transportation,Series D,515.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Tier Mobility,Berlin,Berlin,Germany,Europe,80,2023-01-25,7.0,Transportation,Series D,646.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Loggi,Sao Paulo,State of São Paulo,Brazil,South America,300,2023-02-06,7.0,Transportation,Series F,507.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
REE Automotive,Tel Aviv,non,Israel,Asia,31,2023-02-09,11.0,Transportation,Post-IPO,317.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
Moladin,Jakarta,non,Indonesia,Asia,360,2023-02-12,11.0,Transportation,Series B,138.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
Zoomo,Sydney,New South Wales,Australia,Oceana,27,2023-05-02,8.0,Transportation,Series B,105.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Grab,Singapore,non,Singapore,Asia,1000,2023-06-20,11.0,Transportation,Post-IPO,16500.0,2023,2023,2023-06,2023-Q2,"Large (1,000-4,999)",,,,,main
Eroad,Auckland,non,New Zealand,Oceana,200,2023-07-28,31.0,Transportation,Unknown,46.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
Spinny,Gurugram,Haryana,India,Asia,300,2023-08-02,5.0,Transportation,Series E,513.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
Innoviz,Tel Aviv,non,Israel,Asia,60,2024-01-31,13.0,Transportation,Post-IPO,547.0,2024,2024,2024-01,2024-Q1,Small (<100),,,,,main
Voi,Stockholm,non,Sweden,Europe,120,2024-02-16,12.0,Transportation,Series D,515.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Ninja Van,Singapore,non,Singapore,Asia,21,2024-04-29,10.0,Transportation,Series E,974.0,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
Ola,Bengaluru,Karnataka,India,Asia,180,2024-04-29,10.0,Transportation,Series J,3800.0,2024,2024,2024-04,2024-Q2,Mid-size (100-999),,,,,main
Moovit,Ness Ziona,non,Israel,Asia,23,2024-06-16,10.0,Transportation,Acquired,131.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
Moovit,Tel Aviv,non,Israel,Asia,20,2024-06-19,10.0,Transportation,Acquired,131.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
LeddarTech,Quebec,Quebec,Canada,North America,138,2025-05-22,95.0,Transportation,Post-IPO,402.0,2025,2025,2025-05,2025-Q2,Mid-size (100-999),,,,,main
Opencare,Toronto,Ontario,Canada,North America,18,2020-04-03,25.0,Healthcare,Series A,24.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Kry,Stockholm,non,Sweden,Europe,100,2022-05-17,10.0,Healthcare,Series D,568.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
MFine,Bengaluru,Karnataka,India,Asia,600,2022-05-21,75.0,Healthcare,Series C,97.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Sanar,Sao Paulo,State of São Paulo,Brazil,South America,60,2022-06-10,20.0,Healthcare,Unknown,11.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Breathe,New Delhi,Delhi,India,Asia,50,2022-06-14,33.0,Healthcare,Series A,6.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Sami,Sao Paulo,State of São Paulo,Brazil,South America,75,2022-06-14,15.0,Healthcare,Unknown,36.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
HealthMatch,Sydney,New South Wales,Australia,Oceana,18,2022-06-28,50.0,Healthcare,Series B,20.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Vezeeta,Dubai,non,United Arabian Emirates,Asia,50,2022-06-28,10.0,Healthcare,Series D,71.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Eucalyptus,Sydney,New South Wales,Australia,Oceana,50,2022-07-22,20.0,Healthcare,Series C,69.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
AlayaCare,Montreal,Quebec,Canada,North America,80,2022-08-16,14.0,Healthcare,Series D,293.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
Synapsica,New Delhi,Delhi,India,Asia,30,2022-10-21,30.0,Healthcare,Series A,4.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Antidote Health,Tel Aviv,non,Israel,Asia,23,2022-10-23,38.0,Healthcare,Unknown,36.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
OrCam,Jerusalem,non,Israel,Asia,62,2022-10-23,16.0,Healthcare,Unknown,86.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Kry,Stockholm,non,Sweden,Europe,300,2022-10-31,10.0,Healthcare,Series D,568.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Plum,Bengaluru,Karnataka,India,Asia,36,2022-11-09,10.0,Healthcare,Series A,20.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Alice,Sao Paulo,State of São Paulo,Brazil,South America,113,2022-12-09,16.0,Healthcare,Series C,174.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Clue,Berlin,Berlin,Germany,Europe,31,2023-01-18,31.0,Healthcare,Unknown,47.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
MediBuddy,Bengaluru,Karnataka,India,Asia,200,2023-01-20,8.0,Healthcare,Acquired,192.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Titan Medical,Toronto,Ontario,Canada,North America,48,2023-02-10,72.0,Healthcare,Post-IPO,278.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
Pristyn Care,Gurugram,Haryana,India,Asia,300,2023-03-07,15.0,Healthcare,Series E,177.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
Examedi,Santiago,non,Chile,South America,45,2023-04-11,25.0,Healthcare,Unknown,19.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Healthy.io,Tel Aviv,non,Israel,Asia,70,2023-05-03,33.0,Healthcare,Series D,185.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Mojocare,Bengaluru,Karnataka,India,Asia,170,2023-06-17,80.0,Healthcare,Series A,24.0,2023,2023,2023-06,2023-Q2,Mid-size (100-999),,,,,main
DeepVerge,Dublin,non,Ireland,Europe,50,2023-07-12,100.0,Healthcare,Post-IPO,20.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
Kenko Health,Mumbai,Maharashtra,India,Asia,50,2023-08-30,20.0,Healthcare,Series A,14.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
